price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,sale_year,sale_month,is_renovated,city_encoded,statezip_encoded,house_age,basement_ratio,living_lot_ratio
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,2014,5,0,587133.2983444234,570743.1849624026,39,0.31496062992125984,0.11739594450373532
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,2014,5,0,551850.3768115942,551850.3768115942,52,0.0,0.10154836115021114
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2014,5,1,657582.2180638936,690480.5304854643,21,0.0,0.3625050723657514
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,2014,5,0,379632.31317664264,347928.7958479579,37,0.2862335302135393,0.29927900965854987
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2014,5,1,301050.9595813714,357123.6652102891,35,0.2054523903595417,0.25468089389973825
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,2014,5,0,550670.5999431518,576268.7308802311,45,0.30164854437039634,0.39966344131257886
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2014,5,1,550670.5999431518,576268.7308802311,125,0.4997807978956598,0.3793046082182665
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2014,5,1,688928.9179842412,637895.2114325266,38,0.0,0.21726700971983992
900000.0,3.0,1.0,1330,19945,1.0,0,0,3,1330,0,1928,2014,5,1,618708.9356819505,768072.3507222752,97,0.0,0.06668003609746315
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,2014,5,0,550670.5999431518,573906.7152509578,25,0.12588512981904013,1.0799319727891157
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2014,5,1,550670.5999431518,854000.4658384022,43,0.25794564716720403,0.5423644088977756
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,2014,5,0,688928.9179842412,637895.2114325266,29,0.0,0.2655125461972379
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2014,5,1,763990.8555752678,752010.4646961897,65,0.23573785950023574,0.20778202489463884
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,2014,5,0,587133.2983444234,604473.7604617557,22,0.0,0.5732044198895028
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2014,5,1,587133.2983444234,570743.1849624026,52,0.3917629331993973,0.2580059639569558
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2014,5,1,688928.9179842412,744673.1109835091,27,0.0,0.3729910037400182
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,2014,5,0,550670.5999431518,432089.4943663956,83,0.4801259346713892,0.36280531352663903
410000.0,3.0,2.25,1800,19945,1.0,0,0,4,1360,440,1978,2014,5,1,587133.2983444234,570743.1849624026,47,0.24430871737923376,0.09024365787626591
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,2014,5,0,618708.9356819505,482476.0783660833,46,0.42716787697565145,0.331961980422755
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,2014,5,0,408755.836753126,388005.31136951165,77,0.0,0.22163865546218486
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,2014,5,0,550670.5999431518,854000.4658384022,117,0.0,0.21107202369931494
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,2014,5,0,618708.9356819505,768072.3507222752,20,0.0,0.6770356816102471
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,2014,5,0,550670.5999431518,531576.523596933,19,0.1913536498936924,1.1361804995970992
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,2014,5,1,304992.54679803445,307774.4234693929,67,0.0,0.1488095238095238
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,2014,5,0,618708.9356819505,768072.3507222752,35,0.0,0.23031795466067936
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,2014,5,1,550670.5999431518,635529.311355274,76,0.3516890328551596,0.23997333629596712
823000.0,5.5,1.75,2920,5000,2.5,0,0,4,2780,140,1908,2014,5,0,550670.5999431518,576268.7308802311,117,0.04792879150975693,0.5838832233553289
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,2014,5,1,550670.5999431518,854000.4658384022,86,0.22968949383241175,0.4122083844939484
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,2014,5,0,550670.5999431518,735275.448471862,81,0.4996796925048046,0.2825575076978808
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2014,5,1,763990.8555752678,765229.862712922,65,0.49981758482305727,0.32514536608520234
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,2014,5,1,550670.5999431518,815784.0486110104,116,0.0,0.8395802098950524
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,2014,5,1,295885.3806239655,293485.0450588709,57,0.43351666127466837,0.24233393459336522
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,2014,5,0,550670.5999431518,573906.7152509578,20,0.0,1.0577644411102776
1154353.57142825,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,2014,5,0,550670.5999431518,815784.0486110104,54,0.2892046871104463,0.4711549759135237
736500.0,4.0,2.5,3180,19945,2.0,0,3,3,3180,0,2000,2014,5,0,379632.31317664264,498594.5167383727,25,0.0,0.15943046224806978
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,2014,5,0,657582.2180638936,632879.4759810333,50,0.33814022874191946,0.33494417597067155
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2014,5,1,763990.8555752678,993192.223339891,64,0.0,0.1773096920410612
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2014,5,1,301050.9595813714,357123.6652102891,27,0.0,0.36455929856945085
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,2014,5,1,550670.5999431518,374433.23297491396,83,0.16295491580662683,0.1991126501460881
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,2014,5,0,551850.3768115942,551850.3768115942,19,0.0,0.44907407407407407
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2014,5,1,763990.8555752678,584191.994047599,62,0.43940125543215836,0.2752659574468085
1090000.0,4.0,2.5,4335,19945,2.5,0,0,3,3965,0,1992,2014,5,0,657582.2180638936,690480.5304854643,33,0.0,0.21733680938534042
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2014,5,1,550670.5999431518,531576.523596933,70,0.0,0.15242242787152968
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,2014,5,0,295885.3806239655,293485.0450588709,54,0.0,0.1291532132069576
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2014,5,1,550670.5999431518,573906.7152509578,101,0.24442846872753415,0.3277528884697005
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,2014,5,0,340016.7529824526,340016.7529824526,19,0.0,0.46190761847630474
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,2014,5,0,403994.12698411907,403994.12698411907,39,0.0,0.10423905489923559
525888.0,5.0,1.75,2550,19945,1.0,0,0,5,1810,740,1960,2014,5,0,587133.2983444234,570743.1849624026,65,0.29008232065856526,0.1278451819913767
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,2014,5,0,550670.5999431518,791418.0029153929,123,0.0,0.5581782838100527
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,2014,5,0,618708.9356819505,482476.0783660833,63,0.0,0.12412723041117145
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2014,5,1,550670.5999431518,569973.5374999719,71,0.0,0.5573606598350412
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,2014,5,0,358640.2276234583,241258.8578643523,81,0.0,0.1131442938957955
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,2014,5,0,763990.8555752678,765229.862712922,49,0.4700720777185835,0.18852313693044145
600000.0,3.0,1.75,1670,19945,1.0,0,0,4,1670,0,1976,2014,5,1,688928.9179842412,744673.1109835091,49,0.0,0.08372606036298004
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,2014,5,0,408755.836753126,374433.23297491396,65,0.4211060375443937,0.20979765708200213
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,2014,5,1,550670.5999431518,432089.4943663956,72,0.0,0.2416263956007332
1154353.57142825,5.5,3.625,4335,19945,3.0,0,4,3,3965,1500,1999,2014,5,0,657582.2180638936,690480.5304854643,26,0.3459409594095941,0.21733680938534042
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,2014,5,0,379632.31317664264,327850.0,31,0.0,0.2398265084832249
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,2014,5,0,550670.5999431518,594328.8892580175,80,0.44657097288676234,0.2955510139915108
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,2014,5,0,550670.5999431518,573906.7152509578,95,0.0,0.23379207428287183
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,2014,5,1,550670.5999431518,374433.23297491396,97,0.0,0.38491547464239273
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,2014,5,1,550670.5999431518,374433.23297491396,76,0.0,0.21710150447533802
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,2014,5,0,301050.9595813714,261639.87445887877,41,0.4789172306090578,0.20629633609111422
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,2014,5,0,379632.31317664264,498594.5167383727,17,0.0,0.45906294368196876
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,2014,5,0,688928.9179842412,744673.1109835091,31,0.0,0.4123186561466022
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,2014,5,1,379632.31317664264,498594.5167383727,67,0.0,0.10305165879928196
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2014,5,1,304992.54679803445,307774.4234693929,69,0.3022915650901999,0.20096069012841877
1154353.57142825,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,2014,5,0,550670.5999431518,854000.4658384022,25,0.0,0.5548612846788303
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,2014,5,1,550670.5999431518,560064.3105027633,76,0.1411631846414455,0.2048374030783474
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,2014,5,0,657582.2180638936,632879.4759810333,48,0.1477618426770969,0.19656439620545252
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,2014,5,1,550670.5999431518,594328.8892580175,83,0.39977790116601886,0.3599280143971206
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2014,5,1,618708.9356819505,482476.0783660833,48,0.26852312282446544,0.21819366044290056
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,2014,5,0,587133.2983444234,570743.1849624026,15,0.0,0.6627175120325806
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,2014,5,0,550670.5999431518,560064.3105027633,11,0.0,0.3668069753457607
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,2014,5,0,587133.2983444234,570743.1849624026,16,0.0,0.6039850560398505
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,2014,5,0,550670.5999431518,569973.5374999719,24,0.0,0.8061153578874218
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,2014,5,0,657582.2180638936,632879.4759810333,18,0.0,0.3507685958939441
890000.0,4.0,3.625,4335,5750,2.0,0,0,3,3410,1010,2006,2014,5,0,587133.2983444234,570743.1849624026,19,0.23293357933579337,0.7537819509650495
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,2014,5,0,550670.5999431518,441490.3814935028,17,0.0,0.7784935579781962
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,2014,5,0,587133.2983444234,604473.7604617557,15,0.049352251696483655,1.6216216216216217
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,2014,5,0,550670.5999431518,594328.8892580175,20,0.0,1.4222222222222223
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,2014,5,0,379632.31317664264,411971.3608736914,18,0.0,0.6701940035273368
890000.0,5.0,3.5,4335,6000,2.0,0,0,3,3200,1290,2006,2014,5,0,587133.2983444234,570743.1849624026,19,0.2975092250922509,0.7223796033994334
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,2014,5,0,587133.2983444234,604473.7604617557,11,0.0,1.1142256482130344
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,2014,5,1,657582.2180638936,632879.4759810333,12,0.0,0.5767419962335216
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,2014,5,0,618708.9356819505,482476.0783660833,54,0.16655100624566274,0.1874755891160005
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2014,5,1,550670.5999431518,560064.3105027633,113,0.0,0.3665444851716095
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,2014,5,1,550670.5999431518,441490.3814935028,78,0.3626943005181347,0.17439607285880376
609000.0,4.0,2.5,2150,19945,2.0,0,0,3,2150,0,1985,2014,5,0,657582.2180638936,632879.4759810333,40,0.0,0.10779103579665096
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,2014,5,0,278389.5408163155,316110.7186588903,50,0.32193158953722334,0.1780805545595793
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,2014,5,1,550670.5999431518,531576.523596933,109,0.0,0.28567347521782605
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2014,5,1,550670.5999431518,560064.3105027633,101,0.0,0.23403771870029538
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,2014,5,1,550670.5999431518,560064.3105027633,83,0.0,0.1076555023923445
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,2014,5,0,550670.5999431518,560064.3105027633,87,0.0,0.4039192161567686
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,2014,5,0,304992.54679803445,307774.4234693929,63,0.3036053130929791,0.19381746810598627
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2014,5,1,587133.2983444234,570743.1849624026,38,0.0,0.1523355714388853
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2014,5,1,550670.5999431518,367337.59748428303,75,0.0,0.18426647767540752
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,2014,5,1,550670.5999431518,594328.8892580175,85,0.28816676885346415,0.2180310326377742
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,5,1,550670.5999431518,531576.523596933,55,0.41530703055473156,0.4158440276406713
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,2014,5,0,550670.5999431518,297214.6464646515,45,0.48122686409307247,0.30696767906447947
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,2014,5,0,425000.0,482476.0783660833,58,0.0,0.1903807615230461
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2014,5,1,550670.5999431518,297214.6464646515,73,0.0,0.17438480914551444
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2014,5,1,408755.836753126,374433.23297491396,71,0.0,0.15272727272727274
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,2014,5,0,763990.8555752678,584191.994047599,59,0.0,0.19381633594831565
475000.0,5.5,3.0,3470,19945,1.5,0,0,3,3470,0,1924,2014,5,1,454378.5641025539,453781.9191919091,101,0.0,0.17396971823924595
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,2014,5,0,763990.8555752678,765229.862712922,37,0.0,0.1900730411686587
407000.0,4.0,2.25,2810,19945,1.0,0,1,3,1710,1100,1958,2014,5,1,304992.54679803445,307774.4234693929,67,0.3913198150124511,0.14088037701794845
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2014,5,1,484858.93506492046,484858.93506492046,27,0.0,0.11941810812766881
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,2014,5,0,358640.2276234583,308228.125,62,0.30469226081657524,0.11408695652173913
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,1991,2014,5,0,618708.9356819505,482476.0783660833,34,0.0,0.18298714144411474
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,2014,5,0,303643.78169211006,316110.7186588903,22,0.0,0.3709886848451122
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2014,5,1,408755.836753126,635529.311355274,64,0.0,0.14614427860696516
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2014,5,1,454378.5641025539,453781.9191919091,70,0.3331112591605596,0.12929919834497025
