Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,WeekOfYear,Fuel_CPI_Ratio,Unemp_Temp_Interaction,Holiday_Week_Interaction
1,,1327405.42,0,44.04,3.016,211.8272343,7.742,,,,0.014238018051496517,340.95768,0
1,,1316899.31,0,43.83,3.01,212.1970577,7.742,,,,0.014184928002491676,339.33186,0
1,2011-04-02,1606629.58,0,42.27,2.989,212.5668812,7.742,2011.0,4.0,13,0.014061456653382667,327.25434,0
1,2011-11-02,1649614.93,0,36.39,3.022,212.9367046,7.742,2011.0,11.0,44,0.014192010679815832,281.73138,0
1,,1686842.78,0,57.36,3.045,213.2478853,7.742,,,,0.014279156773053556,444.08112,0
1,,1456800.28,0,62.9,3.065,213.535609,7.742,,,,0.014353577841185365,486.9718,0
1,2011-04-03,1636263.41,0,59.58,3.288,213.8233327,7.742,2011.0,4.0,13,0.015377180512081782,461.26836,0
1,2011-11-03,1553191.63,0,53.56,3.459,214.1110564,7.742,2011.0,11.0,44,0.016155167519153076,414.66152,0
1,,1576818.06,0,62.76,3.488,214.3627114,7.742,,,,0.016271486589008097,485.88792,0
1,,1541102.38,0,69.97,3.473,214.5999389,7.742,,,,0.016183601922807433,541.70774,0
1,2011-01-04,1495064.75,0,59.17,3.524,214.8371664,7.682,2011.0,1.0,1,0.016403120757214007,454.54394,0
1,2011-08-04,1614259.35,0,67.84,3.622,215.0743939,7.682,2011.0,8.0,31,0.016840684367304945,521.14688,0
1,,1559889.0,0,71.27,3.743,215.2918561,7.682,,,,0.017385701672225484,547.49614,0
1,,1564819.81,0,72.99,3.807,215.4599053,7.682,,,,0.017669180616366024,560.70918,0
1,,1455090.69,0,72.03,3.81,215.6279544,7.682,,,,0.017669323038064667,553.33446,0
1,2011-06-05,1629391.28,0,64.61,3.906,215.7960035,7.682,2011.0,6.0,22,0.018100427804723325,496.33402,0
1,,1604775.58,0,75.64,3.899,215.9640526,7.682,,,,0.018053930434282234,581.0664800000001,0
1,,1428218.27,0,67.63,3.907,215.7339202,7.682,,,,0.01811027203449357,519.5336599999999,0
1,,1466046.67,0,77.72,3.786,215.5037878,7.682,,,,0.01756813660252455,597.04504,0
1,2011-03-06,1635078.41,0,83.0,3.699,215.2736553,7.682,2011.0,3.0,9,0.01718278057601793,637.606,0
1,2011-10-06,1588948.32,0,83.13,3.648,215.0435229,7.682,2011.0,10.0,40,0.016964007721973533,638.60466,0
1,,1532114.86,0,86.41,3.637,214.9980596,7.682,,,,0.01691643166384916,663.80162,0
1,,1438830.15,0,83.58,3.594,215.0910982,7.682,,,,0.01670919909455742,642.06156,0
1,2011-01-07,1488538.09,0,85.55,3.524,215.1841368,7.962,2011.0,1.0,1,0.01637667179388164,681.1491,0
1,2011-08-07,1534849.64,0,85.83,3.48,215.2771754,7.962,2011.0,8.0,31,0.016165206447774645,683.37846,0
1,,1455119.97,0,88.54,3.575,215.3611087,7.962,,,,0.016600025905234274,704.9554800000001,0
1,,1396926.82,0,85.77,3.651,215.4222784,7.962,,,,0.01694810773597264,682.9007399999999,0
1,,1352219.79,0,86.83,3.682,215.4834482,7.962,,,,0.01708715919329177,691.34046,0
1,2011-05-08,1624383.75,0,91.65,3.684,215.544618,7.962,2011.0,5.0,18,0.01709158881855455,729.7173,0
1,2011-12-08,1525147.09,0,90.76,3.638,215.6057878,7.962,2011.0,12.0,49,0.016873387399513086,722.63112,0
1,,1530761.43,0,89.94,3.554,215.6693107,7.962,,,,0.016478932361706052,716.10228,0
1,,1464693.46,0,87.96,3.523,215.7332258,7.962,,,,0.016330354170551904,700.3375199999999,0
1,2011-02-09,1550229.22,0,87.83,3.533,215.7971409,7.962,2011.0,2.0,6,0.016371857240061065,699.30246,0
1,2011-09-09,1540471.24,0,76.0,3.546,215.861056,7.962,2011.0,9.0,36,0.0164272335607066,605.112,0
1,,1514259.78,0,79.94,3.526,216.0410526,7.962,,,,0.01632097206176558,636.48228,0
1,,1380020.27,0,75.8,3.467,216.3758246,7.962,,,,0.01602304689253604,603.5196,0
1,,1394561.83,0,79.69,3.355,216.7105965,7.962,,,,0.015481476396187776,634.49178,0
1,2011-07-10,1630989.95,0,69.31,3.285,217.0453684,7.866,2011.0,7.0,27,0.015135084471422039,545.19246,0
1,,1493525.93,0,71.74,3.274,217.3552733,7.866,,,,0.015062896497653567,564.30684,0
1,,1502562.78,0,63.71,3.353,217.5159762,7.866,,,,0.015414959595896756,501.14286,0
1,,1445249.09,0,66.57,3.372,217.6766791,7.866,,,,0.015490864701036939,523.6396199999999,0
1,2011-04-11,1697229.58,0,54.98,3.332,217.837382,7.866,2011.0,4.0,15,0.015295813574844499,432.47267999999997,0
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011.0,11.0,45,0.015123986003768852,464.95926,0
1,,1539483.7,0,62.25,3.308,218.2205088,7.866,,,,0.015158978425225912,489.6585,0
1,,2033320.66,0,60.14,3.236,218.4676211,7.866,,,,0.014812263569742036,473.06124,0
1,2011-02-12,1584083.95,0,48.91,3.172,218.7147333,7.866,2011.0,2.0,6,0.014502909509741247,384.72605999999996,0
1,2011-09-12,1799682.38,0,43.93,3.158,218.9618456,7.866,2011.0,9.0,37,0.014422603978897938,345.55338,0
1,,1881176.67,0,51.63,3.159,219.1794533,7.866,,,,0.014412847272062945,406.12158,0
1,,2270188.99,0,47.96,3.112,219.3577216,7.866,,,,0.014186872306632892,377.25336,0
1,,1497462.72,0,44.55,3.129,219.5359898,7.866,,,,0.014252788294975094,350.4303,0
1,2012-06-01,1550369.92,0,49.01,3.157,219.7142581,7.348,2012.0,6.0,22,0.01436866233867477,360.12548,0
1,,1459601.17,0,48.53,3.261,219.8925263,7.348,,,,0.014829971896002672,356.59844,0
1,,1394393.84,0,54.11,3.268,219.9856893,7.348,,,,0.014855511717800128,397.60028,0
1,,1319325.59,0,54.26,3.29,220.0788523,7.348,,,,0.014949187305675588,398.70248,0
1,2012-03-02,1636339.65,0,56.55,3.36,220.1720153,7.348,2012.0,3.0,9,0.015260794975060598,415.52939999999995,0
1,2012-10-02,1802477.43,0,48.02,3.409,220.2651783,7.348,2012.0,10.0,40,0.015476799423466567,352.85096000000004,0
1,,1819870.0,0,45.32,3.51,220.4257586,7.348,,,,0.01592372872557859,333.01135999999997,0
1,,1539387.83,0,57.25,3.555,220.636902,7.348,,,,0.01611244516063571,420.673,0
1,2012-02-03,1688420.76,0,60.96,3.63,220.8480454,7.348,2012.0,2.0,5,0.01643664075445496,447.93408,0
1,2012-09-03,1675431.16,0,58.76,3.669,221.0591887,7.348,2012.0,9.0,36,0.016597364737377395,431.76847999999995,0
1,,1677472.78,0,64.74,3.734,221.2118132,7.348,,,,0.01687974945417721,475.70951999999994,0
1,,1511068.07,0,65.93,3.787,221.2864126,7.348,,,,0.017113567608562842,484.45364000000006,0
1,,1649604.63,0,67.61,3.845,221.3610119,7.348,,,,0.0173698157124759,496.79828,0
1,2012-06-04,1899676.88,0,70.43,3.891,221.4356112,7.143,2012.0,6.0,23,0.01757169933662549,503.08149000000003,0
1,,1621031.7,0,69.07,3.891,221.5102105,7.143,,,,0.017565781611833278,493.36700999999994,0
1,,1521577.87,0,66.76,3.877,221.5640737,7.143,,,,0.01749832415408273,476.86668000000003,0
1,,1468928.37,0,67.23,3.814,221.6179368,7.143,,,,0.017209798258487362,480.22389000000004,0
1,2012-04-05,1684519.99,0,75.55,3.749,221.6718,7.143,2012.0,4.0,14,0.016912390223238184,539.65365,0
1,2012-11-05,1611096.05,0,73.77,3.688,221.7256632,7.143,2012.0,11.0,45,0.016633166996281343,526.9391099999999,0
1,,1595901.87,0,70.33,3.63,221.742674,7.143,,,,0.016370326550809403,502.36719,0
1,,1555444.55,0,77.22,3.561,221.744944,7.143,,,,0.016058990657036174,551.58246,0
1,2012-01-06,1624477.58,0,77.95,3.501,221.7472139,7.143,2012.0,1.0,1,0.015788247900109253,556.79685,0
1,2012-08-06,1697230.96,0,78.3,3.452,221.7494839,7.143,2012.0,8.0,32,0.015567116205734194,559.2968999999999,0
1,,1630607.0,0,79.35,3.393,221.7626421,7.143,,,,0.015300142316891424,566.7970499999999,0
1,,1527845.81,0,78.39,3.346,221.8030211,7.143,,,,0.015085457214786976,559.93977,0
1,,1540421.49,0,84.88,3.286,221.8434,7.143,,,,0.014812250376561798,606.29784,0
1,2012-06-07,1769854.16,0,81.57,3.227,221.8837789,6.908,2012.0,6.0,23,0.01454364983981418,563.48556,0
1,,1527014.04,0,77.12,3.256,221.9241579,6.908,,,,0.01467167890210262,532.7449600000001,0
1,,1497954.76,0,80.42,3.311,221.9327267,6.908,,,,0.014918935275177984,555.54136,0
1,,1439123.71,0,82.66,3.407,221.9412954,6.908,,,,0.01535090609662673,571.01528,0
1,2012-03-08,1631135.79,0,86.11,3.417,221.9498642,6.908,2012.0,3.0,10,0.015395368665445802,594.84788,0
1,2012-10-08,1592409.97,0,85.05,3.494,221.9584329,6.908,2012.0,10.0,41,0.015741686128377393,587.5254,0
1,,1597868.05,0,84.85,3.571,222.0384109,6.908,,,,0.01608280283326959,586.1437999999999,0
1,,1494122.38,0,77.66,3.62,222.1719457,6.908,,,,0.016293686281140193,536.47528,0
1,,1582083.4,0,80.49,3.638,222.3054805,6.908,,,,0.016364868627857024,556.02492,0
1,2012-07-09,1661767.33,0,83.96,3.73,222.4390153,6.908,2012.0,7.0,28,0.01676864096076296,579.99568,0
1,,1517428.87,0,74.97,3.717,222.5820193,6.908,,,,0.016699462045452553,517.8927600000001,0
1,,1506126.06,0,69.87,3.721,222.7818386,6.908,,,,0.01670243861295416,482.6619600000001,0
1,,1437059.26,0,76.08,3.666,222.9816579,6.908,,,,0.01644081409244552,525.56064,0
1,2012-05-10,1670785.97,0,68.55,3.617,223.1814772,6.573,2012.0,5.0,19,0.01620654199968463,450.57915,0
1,2012-12-10,1573072.81,0,62.99,3.601,223.3812965,6.573,2012.0,12.0,50,0.016120418496539533,414.03327,0
1,,1508068.77,0,67.97,3.594,223.4257233,6.573,,,,0.016085882730200913,446.76681,0
1,,1493659.74,0,69.16,3.506,223.4442513,6.573,,,,0.015690714636475794,454.58868,0
2,2010-05-02,2136989.46,0,40.19,2.572,210.7526053,8.324,2010.0,5.0,17,0.012203882291917356,334.54155999999995,0
2,2010-12-02,2137809.5,0,38.49,2.548,210.8979935,8.324,2010.0,12.0,48,0.01208167012702437,320.39076,0
2,,2124451.54,0,39.69,2.514,210.9451605,8.324,,,,0.011917789353988097,330.37955999999997,0
2,,1865097.27,0,46.1,2.561,210.9759573,8.324,,,,0.012138823876597128,383.7364,0
2,2010-05-03,1991013.13,0,47.17,2.625,211.0067542,8.324,2010.0,5.0,18,0.01244036001364946,392.64308,0
2,2010-12-03,1990483.78,0,57.56,2.667,211.037551,8.324,2010.0,12.0,48,0.012637561299990817,479.12944,0
2,,1946070.88,0,54.52,2.72,210.8733316,8.324,,,,0.012898738624098552,453.82448,0
2,,1750197.81,0,51.26,2.732,210.6766095,8.324,,,,0.012967742330371316,426.68823999999995,0
2,2010-02-04,2066187.72,0,63.27,2.719,210.4798874,8.2,2010.0,2.0,5,0.012918098829626707,518.814,0
2,2010-09-04,1954689.21,0,65.41,2.77,210.2831653,8.2,2010.0,9.0,35,0.013172713958701695,536.362,0
2,,1874957.94,0,68.07,2.808,210.1495463,8.2,,,,0.013361913152215485,558.1739999999999,0
2,,1821990.93,0,65.11,2.795,210.1000648,8.2,,,,0.013303184791291958,533.9019999999999,0
2,,1802450.29,0,66.98,2.78,210.0505833,8.2,,,,0.01323490724514971,549.236,0
2,2010-07-05,2042581.71,0,71.28,2.835,210.0011018,8.2,2010.0,7.0,27,0.013499929106086581,584.496,0
2,,1880752.36,0,73.31,2.854,209.9984585,8.2,,,,0.013590575887057877,601.1419999999999,0
2,,1896937.1,0,74.83,2.826,210.2768443,8.2,,,,0.01343942551529234,613.6059999999999,0
2,,1957113.89,0,81.13,2.759,210.5552301,8.2,,,,0.01310345027091564,665.2659999999998,0
2,2010-04-06,2102539.93,0,81.81,2.705,210.833616,8.2,2010.0,4.0,14,0.012830022263479927,670.842,0
2,2010-11-06,2025538.76,0,83.4,2.668,211.1120018,8.2,2010.0,11.0,44,0.012637841357260812,683.88,0
2,,2001636.96,0,85.81,2.637,211.1096543,8.2,,,,0.012491138769814477,703.6419999999999,0
2,,1939927.09,0,86.26,2.653,210.9950134,8.2,,,,0.012573756813848204,707.332,0
2,2010-02-07,2003940.64,0,82.74,2.669,210.8803726,8.099,2010.0,2.0,5,0.012656464679176764,670.11126,0
2,2010-09-07,1880902.62,0,82.59,2.642,210.7657317,8.099,2010.0,9.0,36,0.012535244539778074,668.8964100000001,0
2,,1845879.79,0,85.32,2.623,210.7577954,8.099,,,,0.012445565691063566,691.00668,0
2,,1781717.71,0,87.66,2.608,210.8921319,8.099,,,,0.012366511562745923,709.95834,0
2,,1804246.16,0,83.49,2.64,211.0264684,8.099,,,,0.01251027895934651,676.18551,0
2,2010-06-08,1991909.98,0,89.53,2.627,211.1608049,8.099,2010.0,6.0,23,0.012440755701813695,725.10347,0
2,,1895601.05,0,89.05,2.692,211.2951413,8.099,,,,0.012740472737313848,721.21595,0
2,,1964335.23,0,88.7,2.664,211.2596586,8.099,,,,0.012610074280362043,718.3813,0
2,,1863840.49,0,87.12,2.619,211.2241759,8.099,,,,0.012399148802174834,705.58488,0
2,2010-03-09,1904608.09,0,81.83,2.577,211.1886931,8.099,2010.0,3.0,10,0.012202357758695947,662.74117,0
2,2010-10-09,1839128.83,0,79.09,2.565,211.1532104,8.099,2010.0,10.0,40,0.012147577500684889,640.5499100000001,0
2,,1793903.6,0,82.05,2.582,211.1806415,8.099,,,,0.012226499405597745,664.52295,0
2,,1724557.22,0,81.79,2.624,211.2552578,8.099,,,,0.012420992570339745,662.4172100000001,0
2,2010-01-10,1827440.43,0,69.24,2.603,211.3298742,8.163,2010.0,1.0,1,0.012317236252264632,565.2061199999999,0
2,2010-08-10,1849921.44,0,63.19,2.633,211.4044906,8.163,2010.0,8.0,32,0.012454796868658396,515.81997,0
2,,1794355.49,0,65.8,2.72,211.4713286,8.163,,,,0.012862263670185958,537.1254,0
2,,1737947.64,0,68.5,2.725,211.5187208,8.163,,,,0.012883020362502965,559.1655000000001,0
2,,1802755.11,0,66.24,2.716,211.5661131,8.163,,,,0.01283759458150392,540.71712,0
2,2010-05-11,1939061.41,0,57.85,2.689,211.6135053,8.163,2010.0,5.0,19,0.012707128420186287,472.22955,0
2,2010-12-11,1916812.74,0,59.69,2.728,211.6608975,8.163,2010.0,12.0,49,0.012888540204321206,487.24947,0
2,,1956739.17,0,50.81,2.771,211.5470304,8.163,,,,0.013098742070081347,414.76203000000004,0
2,,2658725.29,0,62.98,2.735,211.4062867,8.163,,,,0.012937174337412103,514.10574,0
2,2010-03-12,2015781.27,0,49.33,2.708,211.265543,8.163,2010.0,3.0,10,0.012817991749757358,402.68079,0
2,2010-10-12,2378726.55,0,45.5,2.843,211.1247993,8.163,2010.0,10.0,41,0.013465968924352844,371.4165,0
2,,2609166.75,0,47.55,2.869,211.0645458,8.163,,,,0.013592998177560347,388.15065,0
2,,2720371.4924999997,0,49.97,2.886,211.0646599,8.163,,,,0.013673534866963606,407.90511,0
2,,1750434.55,0,47.3,2.943,211.064774,8.163,,,,0.013943586749612767,386.1099,0
2,2011-07-01,1758050.79,0,44.69,2.976,211.0648881,8.028,2011.0,7.0,26,0.01409992923356384,358.77132,0
2,,1744193.58,0,33.02,2.983,211.1176713,8.028,,,,0.014129560862915974,265.08456000000007,0
2,,1751384.9,0,41.4,3.016,211.4864691,8.028,,,,0.014260959571427449,332.3592,0
2,,1695371.68,0,42.83,3.01,211.8552668,8.028,,,,0.014207812867988548,343.83924,0
2,2011-04-02,1929346.23,0,38.25,2.989,212.2240646,8.028,2011.0,4.0,13,0.014084170857576862,307.071,0
2,2011-11-02,2168041.61,0,33.19,3.022,212.5928624,8.028,2011.0,11.0,44,0.014214964470909891,266.44932,0
2,,2080884.82,0,57.83,3.045,212.9033115,8.028,,,,0.014302266903432984,464.25924000000003,0
2,,1833511.08,0,60.8,3.065,213.190421,8.028,,,,0.014376818485776065,488.1024,0
2,2011-04-03,1981607.78,0,57.77,3.288,213.4775305,8.028,2011.0,4.0,13,0.015402089282637222,463.77756000000005,0
2,2011-11-03,1879107.31,0,52.7,3.459,213.7646401,8.028,2011.0,11.0,44,0.01618134777669739,423.07560000000007,0
2,,1902557.66,0,62.32,3.488,214.0156238,8.028,,,,0.016297875462408764,500.30496000000005,0
2,,1766162.05,0,69.42,3.473,214.2521573,8.028,,,,0.01620987171171008,557.30376,0
2,2011-01-04,1800171.36,0,55.43,3.524,214.4886908,7.931,2011.0,1.0,1,0.01642977058802687,439.61533000000003,0
2,2011-08-04,1847552.61,0,67.0,3.622,214.7252242,7.931,2011.0,8.0,31,0.016868069397186037,531.377,0
2,,1856467.84,0,69.48,3.743,214.9420631,7.931,,,,0.01741399486262773,551.04588,0
2,,1886339.6,0,69.39,3.807,215.1096657,7.931,,,,0.017697949415306308,550.33209,0
2,,1745545.28,0,69.21,3.81,215.2772683,7.931,,,,0.017698106318371067,548.90451,0
2,2011-06-05,1837743.6,0,61.48,3.906,215.4448709,7.931,2011.0,6.0,22,0.01812992792798054,487.59788,0
2,,1838513.07,0,74.61,3.899,215.6124735,7.931,,,,0.0180833692903979,591.73191,0
2,,1688281.86,0,67.14,3.907,215.3834778,7.931,,,,0.018139738580543345,532.48734,0
2,,1797732.56,0,76.42,3.786,215.1544822,7.931,,,,0.01759665865981825,606.08702,0
2,2011-03-06,1933756.21,0,83.07,3.699,214.9254865,7.931,2011.0,3.0,9,0.017210615841920563,658.82817,0
2,2011-10-06,1929153.16,0,83.4,3.648,214.6964908,7.931,2011.0,10.0,40,0.016991428082571026,661.4454000000001,0
2,,1953771.99,0,86.53,3.637,214.6513538,7.931,,,,0.016943755157700965,686.26943,0
2,,1790925.8,0,85.17,3.594,214.7441108,7.931,,,,0.01673619811912347,675.4832700000001,0
2,2011-01-07,1866243.0,0,85.69,3.524,214.8368678,7.852,2011.0,1.0,1,0.016403143555776867,672.83788,0
2,2011-08-07,1853161.99,0,87.7,3.48,214.9296249,7.852,2011.0,8.0,31,0.016191346285686716,688.6204,0
2,,1785187.29,0,89.83,3.575,215.0134426,7.852,,,,0.0166268673257973,705.34516,0
2,,1743816.41,0,89.34,3.651,215.0749122,7.852,,,,0.01697548052294181,701.4976800000001,0
2,,1680693.06,0,90.07,3.682,215.1363819,7.852,,,,0.01711472485670391,707.22964,0
2,2011-05-08,1876704.26,0,93.34,3.684,215.1978515,7.852,2011.0,5.0,18,0.017119129941131732,732.9056800000001,0
2,2011-12-08,1812768.26,0,91.58,3.638,215.2593211,7.852,2011.0,12.0,49,0.016900545651212007,719.0861600000001,0
2,,1844094.59,0,89.86,3.554,215.3229307,7.852,,,,0.016505441254866585,705.58072,0
2,,1821139.91,0,90.45,3.523,215.386897,7.852,,,,0.016356612369244485,710.2134000000001,0
2,2011-02-09,1809119.7,0,89.64,3.533,215.4508632,7.852,2011.0,2.0,6,0.016398170474360995,703.85328,0
2,2011-09-09,1748000.65,0,77.97,3.546,215.5148295,7.852,2011.0,9.0,36,0.016453624058136454,612.22044,0
2,,1691439.52,0,78.85,3.526,215.6944378,7.852,,,,0.016347199397521044,619.1302,0
2,,1669299.78,0,75.58,3.467,216.0282356,7.852,,,,0.01604882794289309,593.45416,0
2,,1650394.44,0,78.14,3.355,216.3620333,7.852,,,,0.01550641733821043,613.55528,0
2,2011-07-10,1837553.43,0,69.92,3.285,216.6958311,7.441,2011.0,7.0,27,0.015159497846197847,520.27472,0
2,,1743882.19,0,71.67,3.274,217.0048261,7.441,,,,0.015087221992952617,533.29647,0
2,,1834680.25,0,64.53,3.353,217.1650042,7.441,,,,0.015439872537990298,480.16773,0
2,,1769296.25,0,65.87,3.372,217.3251824,7.441,,,,0.015515919265525856,490.13867000000005,0
2,2011-04-11,1959707.9,0,55.53,3.332,217.4853605,7.441,2011.0,4.0,15,0.01532057135716695,413.19873,0
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011.0,11.0,45,0.015148484111112708,441.47452999999996,0
2,,1902762.5,0,62.01,3.308,217.8670218,7.441,,,,0.015183573711551173,461.41641,0
2,,2614202.3,0,56.36,3.236,218.1130269,7.441,,,,0.01483634439976522,419.37476,0
2,2011-02-12,1954952.0,0,48.74,3.172,218.3590319,7.441,2011.0,2.0,6,0.014526534386386725,362.67434000000003,0
2,2011-09-12,2290549.32,0,41.76,3.158,218.605037,7.441,2011.0,9.0,37,0.014446144649237222,310.73616,0
2,,2432736.52,0,50.13,3.159,218.8217928,7.441,,,,0.014436404825779287,373.01733,0
2,,2720371.4924999997,0,46.66,3.112,218.9995495,7.441,,,,0.014210074828441258,347.19705999999996,0
2,,1874226.52,0,44.57,3.129,219.1773063,7.441,,,,0.014276112972394383,331.64537,0
2,2012-06-01,1799520.14,0,46.75,3.157,219.355063,7.057,2012.0,6.0,22,0.01439219110072608,329.91475,0
2,,1744725.48,0,45.99,3.261,219.5328198,7.057,,,,0.014854270938243236,324.55143000000004,0
2,,1711769.11,0,51.7,3.268,219.6258417,7.057,,,,0.014879851841770531,364.84690000000006,0
2,,1660906.14,0,50.5,3.29,219.7188636,7.057,,,,0.014973680143439081,356.37850000000003,0
2,2012-03-02,1935299.94,0,55.21,3.36,219.8118854,7.057,2012.0,3.0,9,0.015285797574593763,389.61697000000004,0
2,2012-10-02,2103322.68,0,46.98,3.409,219.9049073,7.057,2012.0,10.0,40,0.01550215511947261,331.53786,0
2,,2196688.46,0,43.82,3.51,220.0651993,7.057,,,,0.015949818486589676,309.23774000000003,0
2,,1861802.7,0,54.63,3.555,220.275944,7.057,,,,0.016138848025371088,385.52391000000006,0
2,2012-02-03,1952555.66,0,58.79,3.63,220.4866886,7.057,2012.0,2.0,5,0.01646357885179115,414.88103,0
2,2012-09-03,1937628.26,0,57.11,3.669,220.6974332,7.057,2012.0,9.0,36,0.016624570255198735,403.02527000000003,0
